semnatic_similarity_with_src,sentiment_analysis_with_src,sentiment_analysis_with_tgt,sentence_entropy,semnatic_similarity_with_tgt,rouge_score_with_tgt,bleu_score_with_tgt,jaccard_similarity_score_with_tgt,dice_similarity_score_with_tgt,bert-score,summary_score
0.322288841,0,1,2.321928095,0.22425386,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",1.96E-78,0,0,0.417666912,0.22024557
0.326885402,1,1,1.584962501,0.4589849,"{'rouge-1': {'r': 0.1111111111111111, 'p': 0.3333333333333333, 'f': 0.16666666291666676}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1111111111111111, 'p': 0.3333333333333333, 'f': 0.16666666291666676}}",0.047397357,0.090909091,0.166666667,0.626102448,0.227830932
0.129024029,0,1,1.584962501,0.5831287,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.6666666666666666, 'f': 0.23529411474048442}, 'rouge-2': {'r': 0.07142857142857142, 'p': 0.5, 'f': 0.12499999781250003}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.6666666666666666, 'f': 0.23529411474048442}}",0.042439449,0.133333333,0.235294118,0.588426769,0.221532077
0.40950048,0,0,2.321928095,0.8511183,"{'rouge-1': {'r': 0.625, 'p': 1.0, 'f': 0.7692307644970415}, 'rouge-2': {'r': 0.42857142857142855, 'p': 0.75, 'f': 0.5454545408264463}, 'rouge-l': {'r': 0.625, 'p': 1.0, 'f': 0.7692307644970415}}",0.525834678,0.625,0.769230769,0.727926493,0.213728592
0.083148129,0,1,2.321928095,0.5119928,"{'rouge-1': {'r': 0.75, 'p': 0.6, 'f': 0.6666666617283951}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.25, 'f': 0.2857142808163266}, 'rouge-l': {'r': 0.75, 'p': 0.6, 'f': 0.6666666617283951}}",0.35363976,0.5,0.666666667,0.604430318,0.201786727
0.298138231,0,0,1.584962501,0.43087667,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.096241933,0,0,0.572689474,0.221532077
0.434984565,0,1,2.321928095,0.8184576,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.4, 'f': 0.33333332847222225}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.4, 'f': 0.33333332847222225}}",0.347792156,0.2,0.333333333,0.73475194,0.221532077
0.316831768,0,0,3.321928095,0.29960185,"{'rouge-1': {'r': 0.25, 'p': 0.1, 'f': 0.14285713877551035}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.25, 'p': 0.1, 'f': 0.14285713877551035}}",0.278809261,0.076923077,0.142857143,0.651414394,0.213728592
0.199078977,1,0,2.584962501,0.2331836,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.305443222,0,0,0.630221844,0.221532077
0.570150554,1,0,2.584962501,0.33018106,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",2.51E-78,0,0,0.394499779,0.221532077
0.120891169,1,0,2.584962501,0.8451894,"{'rouge-1': {'r': 0.6, 'p': 0.5, 'f': 0.5454545404958678}, 'rouge-2': {'r': 0.25, 'p': 0.2, 'f': 0.22222221728395072}, 'rouge-l': {'r': 0.6, 'p': 0.5, 'f': 0.5454545404958678}}",0.548993876,0.375,0.545454545,0.801735818,0.352907121
0.106123939,0,0,2.321928095,0.5009836,"{'rouge-1': {'r': 0.2, 'p': 0.2, 'f': 0.19999999500000015}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2, 'p': 0.2, 'f': 0.19999999500000015}}",0.42785897,0.111111111,0.2,0.747557402,0.213728592
-0.004714217,0,0,2.807354922,0.4710464,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.5714285714285714, 'f': 0.4210526269252078}, 'rouge-2': {'r': 0.09090909090909091, 'p': 0.16666666666666666, 'f': 0.11764705425605555}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.5714285714285714, 'f': 0.4210526269252078}}",0.227285417,0.266666667,0.421052632,0.656303227,0.221532077
0.175264195,1,0,2.321928095,0.61141276,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.17048021,0,0,0.448099762,0.221532077
0.039357442,1,0,2.584962501,0.4619217,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.16666666666666666, 'f': 0.1538461488757398}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.16666666666666666, 'f': 0.1538461488757398}}",0.337268874,0.083333333,0.153846154,0.647388577,0.200108826
0.23626551,0,0,2,0.4253217,"{'rouge-1': {'r': 0.07142857142857142, 'p': 0.25, 'f': 0.1111111076543211}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.07142857142857142, 'p': 0.25, 'f': 0.1111111076543211}}",0.053618141,0.058823529,0.111111111,0.431763917,0.22024557
0.129191637,0,1,3,0.6777156,"{'rouge-1': {'r': 0.5, 'p': 0.125, 'f': 0.19999999680000002}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.5, 'p': 0.125, 'f': 0.19999999680000002}}",0.141659234,0.111111111,0.2,0.477890432,0.244112343
0.263783872,0,0,2.584962501,0.46257916,"{'rouge-1': {'r': 0.0625, 'p': 0.16666666666666666, 'f': 0.09090908694214893}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0625, 'p': 0.16666666666666666, 'f': 0.09090908694214893}}",0.115926277,0.047619048,0.090909091,0.510293722,0.22024557
0.406478435,1,1,3,0.91499645,"{'rouge-1': {'r': 1.0, 'p': 0.75, 'f': 0.8571428522448981}, 'rouge-2': {'r': 0.8, 'p': 0.5714285714285714, 'f': 0.6666666618055556}, 'rouge-l': {'r': 1.0, 'p': 0.75, 'f': 0.8571428522448981}}",0.751874482,0.75,0.857142857,0.844109416,0.299929619
0.073428556,0,0,2.584962501,0.30396545,"{'rouge-1': {'r': 0.05263157894736842, 'p': 0.16666666666666666, 'f': 0.07999999635200017}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.05263157894736842, 'p': 0.16666666666666666, 'f': 0.07999999635200017}}",0.025037321,0.041666667,0.08,0.478399575,0.22024557
0.212622896,1,0,1.584962501,0.79317176,"{'rouge-1': {'r': 0.2, 'p': 0.6666666666666666, 'f': 0.3076923041420118}, 'rouge-2': {'r': 0.1111111111111111, 'p': 0.5, 'f': 0.18181817884297521}, 'rouge-l': {'r': 0.2, 'p': 0.6666666666666666, 'f': 0.3076923041420118}}",0.100888165,0.083333333,0.153846154,0.749384403,0.243534505
0.470570505,0,0,2.321928095,0.083574116,"{'rouge-1': {'r': 0.04, 'p': 0.2, 'f': 0.066666663888889}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.04, 'p': 0.2, 'f': 0.066666663888889}}",0.007574082,0.034482759,0.066666667,0.391029537,0.221532077
-0.001159018,0,0,2.807354922,0.3165457,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.7142857142857143, 'f': 0.4545454502066116}, 'rouge-2': {'r': 0.14285714285714285, 'p': 0.3333333333333333, 'f': 0.19999999580000008}, 'rouge-l': {'r': 0.26666666666666666, 'p': 0.5714285714285714, 'f': 0.3636363592975207}}",0.201593096,0.294117647,0.454545455,0.571180105,0.222796381
0.252227545,0,0,2.321928095,0.232289,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",7.68E-155,0,0,0.440010369,0.193517685
0.180576771,0,1,2,0.7611809,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.268099879,0,0,0.733614147,0.221532077
0.31998235,0,1,2.807354922,0.4106285,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.14285714285714285, 'f': 0.14285713785714302}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.14285714285714285, 'f': 0.14285713785714302}}",0.175064439,0.076923077,0.142857143,0.628568888,0.213728592
0.421704173,1,1,2,0.9278978,"{'rouge-1': {'r': 0.5, 'p': 0.75, 'f': 0.5999999952}, 'rouge-2': {'r': 0.4, 'p': 0.6666666666666666, 'f': 0.49999999531250006}, 'rouge-l': {'r': 0.5, 'p': 0.75, 'f': 0.5999999952}}",0.620933584,0.428571429,0.6,0.85586679,0.221532077
0.354523599,0,0,2,0.876475,"{'rouge-1': {'r': 0.6, 'p': 0.75, 'f': 0.6666666617283951}, 'rouge-2': {'r': 0.5, 'p': 0.6666666666666666, 'f': 0.5714285665306124}, 'rouge-l': {'r': 0.6, 'p': 0.75, 'f': 0.6666666617283951}}",0.475702527,0.5,0.666666667,0.720184505,0.601856232
0.339486539,1,0,3,0.6383557,"{'rouge-1': {'r': 0.125, 'p': 0.25, 'f': 0.16666666222222234}, 'rouge-2': {'r': 0.058823529411764705, 'p': 0.14285714285714285, 'f': 0.08333332920138908}, 'rouge-l': {'r': 0.125, 'p': 0.25, 'f': 0.16666666222222234}}",0.091485466,0.090909091,0.166666667,0.533369184,0.208007544
0.199302256,0,1,2.584962501,0.5055144,"{'rouge-1': {'r': 0.07692307692307693, 'p': 0.3333333333333333, 'f': 0.12499999695312508}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.07692307692307693, 'p': 0.3333333333333333, 'f': 0.12499999695312508}}",0.012021478,0.068965517,0.129032258,0.508931279,0.213728592
0.254093528,0,1,1.584962501,0.33447665,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",1.72E-155,0,0,0.526023567,0.200108826
0.390896589,0,1,2.584962501,0.6767843,"{'rouge-1': {'r': 0.8, 'p': 0.6666666666666666, 'f': 0.7272727223140496}, 'rouge-2': {'r': 0.5, 'p': 0.4, 'f': 0.4444444395061729}, 'rouge-l': {'r': 0.8, 'p': 0.6666666666666666, 'f': 0.7272727223140496}}",0.548578776,0.571428571,0.727272727,0.832206905,0.226518467
0.087724976,0,1,1.584962501,1,"{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}",1,1,1,1,0.221532077
0.190945596,0,1,2.807354922,0.079408266,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",3.56E-78,0,0,0.404247642,0.213728592
0.401321769,0,1,3.169925001,0.28265554,"{'rouge-1': {'r': 0.26666666666666666, 'p': 0.4444444444444444, 'f': 0.33333332864583337}, 'rouge-2': {'r': 0.0625, 'p': 0.125, 'f': 0.08333332888888913}, 'rouge-l': {'r': 0.26666666666666666, 'p': 0.4444444444444444, 'f': 0.33333332864583337}}",0.300831567,0.2,0.333333333,0.559747458,0.221532077
0.391299427,0,0,3.700439718,0.55985665,"{'rouge-1': {'r': 0.3157894736842105, 'p': 0.46153846153846156, 'f': 0.37499999517578125}, 'rouge-2': {'r': 0.15789473684210525, 'p': 0.25, 'f': 0.19354838235171706}, 'rouge-l': {'r': 0.3157894736842105, 'p': 0.46153846153846156, 'f': 0.37499999517578125}}",0.273342313,0.230769231,0.375,0.622135997,0.213728592
